,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
4389,NH,0.7142857142857143,2.2857142857142856,L,D,L,W,L,D,-1.0952380952380953,1.9047619047619047,-0.3333333333333333,13.0
4390,H,0.7272727272727273,1.5909090909090908,L,W,D,D,L,W,-0.9545454545454546,0.2727272727272727,0.045454545454545456,8.0
4391,NH,1.1363636363636365,0.7727272727272727,D,L,L,W,L,W,-0.18181818181818182,-0.5454545454545454,-0.09090909090909091,-8.0
4392,H,1.0454545454545454,1.6363636363636365,L,W,D,W,W,L,-0.2727272727272727,0.22727272727272727,-0.18181818181818182,-4.0
4393,NH,1.2727272727272727,1.8181818181818181,W,W,D,W,W,L,-0.18181818181818182,0.6818181818181818,0.0,16.0
4394,H,0.7727272727272727,0.6818181818181818,L,L,L,L,L,D,-0.7727272727272727,-1.0909090909090908,-0.045454545454545456,2.0
4395,NH,1.3636363636363635,1.0,D,W,D,L,L,L,-0.4090909090909091,-0.45454545454545453,0.09090909090909091,2.0
4396,H,1.0909090909090908,1.1818181818181819,L,W,W,W,W,D,0.13636363636363635,-0.09090909090909091,0.09090909090909091,-8.0
4397,NH,0.8181818181818182,1.0909090909090908,D,L,D,D,L,W,-0.6363636363636364,-0.18181818181818182,-0.045454545454545456,8.0
4398,NH,1.6363636363636365,2.1818181818181817,L,L,W,W,L,L,0.3181818181818182,1.4545454545454546,-0.09090909090909091,3.0
4399,H,2.3181818181818183,2.090909090909091,W,W,L,D,W,W,1.8636363636363635,0.8181818181818182,-0.045454545454545456,-2.0
4400,H,1.1304347826086956,2.347826086956522,D,D,L,W,W,W,-0.17391304347826086,1.826086956521739,-0.21739130434782608,4.0
4401,H,2.217391304347826,1.3043478260869565,W,W,L,L,D,W,1.434782608695652,-0.43478260869565216,0.13043478260869565,-12.0
4402,NH,1.1304347826086956,1.7826086956521738,L,W,W,D,W,W,-0.17391304347826086,0.6521739130434783,0.0,16.0
4403,H,2.0,0.6521739130434783,L,D,W,L,L,L,0.7391304347826086,-1.1304347826086956,0.30434782608695654,-11.0
4404,NH,0.782608695652174,1.5217391304347827,L,D,L,L,D,L,-0.6521739130434783,0.17391304347826086,-0.08695652173913043,11.0
4405,NH,1.173913043478261,0.8695652173913043,W,D,L,W,L,L,-0.13043478260869565,-0.6521739130434783,0.17391304347826086,-9.0
4406,NH,0.782608695652174,1.565217391304348,D,W,L,L,W,W,-0.5217391304347826,0.08695652173913043,-0.043478260869565216,3.0
4407,NH,0.8260869565217391,1.565217391304348,W,L,W,L,L,L,-0.8260869565217391,0.2608695652173913,0.13043478260869565,10.0
4408,NH,1.1304347826086956,1.0869565217391304,W,L,W,W,L,L,-0.13043478260869565,-0.391304347826087,0.17391304347826086,-3.0
4409,H,1.173913043478261,1.2608695652173914,W,L,W,D,W,W,0.21739130434782608,-0.17391304347826086,0.08695652173913043,-8.0
4410,H,1.5416666666666667,0.75,D,L,L,L,D,W,0.25,-0.5833333333333334,-0.125,-11.0
4411,H,2.25,1.125,L,W,W,D,W,L,1.7083333333333333,-0.125,0.041666666666666664,-5.0
4412,H,1.2083333333333333,0.8333333333333334,L,D,W,D,W,L,-0.2916666666666667,-0.7916666666666666,0.0,4.0
4413,NH,0.875,0.75,D,W,L,L,L,D,-0.625,-0.75,0.08333333333333333,1.0
4414,NH,1.25,1.25,L,L,D,W,W,L,-0.5,0.3333333333333333,-0.2916666666666667,3.0
4415,NH,1.0833333333333333,1.125,D,W,L,D,L,W,-0.375,-0.16666666666666666,-0.16666666666666666,-7.0
4416,NH,0.625,1.2083333333333333,L,L,L,W,D,D,-1.1666666666666667,-0.125,-0.16666666666666666,9.0
4417,NH,1.75,2.25,D,D,W,W,W,W,0.625,1.4583333333333333,-0.041666666666666664,1.0
4418,H,1.625,1.1666666666666667,W,L,W,D,W,D,0.16666666666666666,-0.125,0.041666666666666664,3.0
4419,NH,1.5833333333333333,2.0416666666666665,W,L,D,W,L,D,0.2916666666666667,0.7916666666666666,-0.125,1.0
4420,H,0.72,0.84,L,L,D,L,D,W,-0.8,-0.64,0.0,-3.0
4421,NH,0.8,0.64,L,D,W,D,L,L,-0.84,-1.12,0.24,-2.0
4422,H,1.2,1.72,D,W,D,D,D,D,-0.12,0.6,-0.12,5.0
4423,H,1.08,1.2,L,D,W,L,L,L,-0.24,-0.52,0.12,-5.0
4424,H,2.2,1.56,D,W,W,D,W,L,1.4,0.28,0.2,-5.0
4425,NH,1.32,1.6,W,W,W,W,D,L,0.36,0.48,0.32,6.0
4426,NH,1.2,1.28,W,D,L,W,L,D,-0.12,-0.2,0.0,0.0
4427,H,2.0,1.68,D,W,L,W,W,L,0.76,0.2,-0.16,-7.0
4428,NH,1.12,2.28,L,D,W,W,L,W,-0.16,1.76,-0.28,6.0
4429,NH,0.84,1.04,W,L,L,L,D,W,-0.68,-0.4,0.0,6.0
4430,H,1.6538461538461537,0.7692307692307693,L,D,D,L,L,D,0.5,-0.8461538461538461,0.07692307692307693,-12.0
4431,H,2.3076923076923075,0.8076923076923077,W,W,L,W,L,L,1.7307692307692308,-0.7307692307692307,0.19230769230769232,-12.0
4432,NH,1.6153846153846154,0.8076923076923077,L,W,W,L,W,L,0.0,-0.8076923076923077,0.19230769230769232,-5.0
4433,NH,0.8076923076923077,1.1538461538461537,L,L,D,W,L,D,-0.6538461538461539,-0.19230769230769232,-0.11538461538461539,10.0
4434,H,1.1153846153846154,1.2692307692307692,W,L,D,L,W,W,-0.23076923076923078,0.3076923076923077,-0.07692307692307693,1.0
4435,NH,0.7307692307692307,1.0769230769230769,W,D,L,L,L,D,-1.0384615384615385,-0.19230769230769232,-0.038461538461538464,7.0
4436,H,1.6538461538461537,2.0384615384615383,W,W,D,W,D,W,0.5,0.9230769230769231,-0.038461538461538464,-1.0
4437,NH,1.3461538461538463,2.230769230769231,W,W,L,W,D,W,-0.15384615384615385,1.3846153846153846,-0.11538461538461539,17.0
4438,H,1.1538461538461537,1.1538461538461537,L,L,L,L,W,D,-0.5384615384615384,-0.15384615384615385,-0.23076923076923078,-5.0
4439,NH,0.8076923076923077,1.0769230769230769,W,L,L,L,L,D,-0.7307692307692307,-0.19230769230769232,0.07692307692307693,6.0
4440,NH,1.4444444444444444,1.7037037037037037,L,L,D,W,W,W,0.18518518518518517,0.5925925925925926,-0.2222222222222222,2.0
4441,H,2.3333333333333335,0.7407407407407407,W,W,W,L,L,L,1.7777777777777777,-0.9259259259259259,0.2962962962962963,-11.0
4442,NH,0.7777777777777778,1.2592592592592593,L,L,L,D,W,D,-0.6666666666666666,-0.037037037037037035,-0.18518518518518517,11.0
4443,H,1.2222222222222223,1.2962962962962963,W,L,L,L,W,W,-0.4444444444444444,-0.18518518518518517,-0.14814814814814814,-5.0
4444,H,1.1851851851851851,1.7037037037037037,W,W,L,W,L,D,-0.07407407407407407,0.5925925925925926,0.14814814814814814,9.0
4445,NH,0.7407407407407407,1.1111111111111112,D,W,D,L,L,W,-1.0,-0.2222222222222222,0.037037037037037035,-2.0
4446,H,1.2222222222222223,0.8148148148148148,W,W,L,D,L,W,-0.14814814814814814,-0.7777777777777778,0.2222222222222222,-9.0
4447,NH,1.5925925925925926,1.2222222222222223,D,L,W,L,L,W,0.0,0.14814814814814814,-0.07407407407407407,2.0
4448,NH,1.962962962962963,2.259259259259259,L,W,D,W,W,D,0.7777777777777778,1.3703703703703705,-0.2222222222222222,4.0
4449,H,1.0740740740740742,1.2222222222222223,D,L,L,W,W,L,-0.18518518518518517,-0.14814814814814814,-0.18518518518518517,1.0
4450,H,0.7142857142857143,0.7857142857142857,L,L,L,D,L,L,-0.9642857142857143,-0.6428571428571429,-0.03571428571428571,-4.0
4451,H,1.6428571428571428,1.2857142857142858,L,W,L,W,W,L,0.5357142857142857,-0.39285714285714285,-0.03571428571428571,-11.0
4452,H,1.3214285714285714,1.8928571428571428,W,D,W,L,L,W,0.0,0.6785714285714286,0.14285714285714285,2.0
4453,H,1.2142857142857142,1.3928571428571428,D,L,L,L,L,L,0.14285714285714285,0.14285714285714285,0.10714285714285714,4.0
4454,NH,0.7857142857142857,0.7857142857142857,L,D,L,D,L,W,-0.9285714285714286,-0.7857142857142857,0.0,2.0
4455,H,2.2857142857142856,1.25,W,W,W,W,W,W,1.3928571428571428,-0.03571428571428571,0.10714285714285714,-10.0
4456,NH,1.25,0.7142857142857143,L,L,W,L,D,W,-0.21428571428571427,-1.0357142857142858,0.03571428571428571,2.0
4457,H,1.1785714285714286,2.357142857142857,W,L,L,W,W,W,-0.14285714285714285,1.7857142857142858,-0.17857142857142858,15.0
4458,H,1.75,1.5714285714285714,W,W,W,D,D,L,0.6071428571428571,0.0,0.17857142857142858,-8.0
4459,H,1.3928571428571428,1.3214285714285714,L,L,L,W,D,W,0.14285714285714285,0.0,-0.25,-1.0
4460,NH,1.2413793103448276,1.2413793103448276,L,W,W,W,W,L,0.0,-0.10344827586206896,0.0,-10.0
4461,NH,0.7241379310344828,1.206896551724138,D,L,D,L,W,W,-1.0,-0.10344827586206896,-0.10344827586206896,5.0
4462,H,1.5172413793103448,1.2413793103448276,L,D,D,D,L,L,-0.034482758620689655,-0.20689655172413793,-0.06896551724137931,-6.0
4463,NH,0.7586206896551724,2.310344827586207,L,L,D,W,W,W,-0.9655172413793104,1.4137931034482758,-0.3103448275862069,16.0
4464,H,0.8620689655172413,1.2758620689655173,W,D,L,W,D,L,-0.6896551724137931,0.1724137931034483,0.0,5.0
4465,NH,1.2758620689655173,1.793103448275862,L,W,D,W,W,W,-0.10344827586206896,0.6206896551724138,-0.2413793103448276,3.0
4466,H,2.2758620689655173,1.6896551724137931,L,W,W,W,L,W,1.6896551724137931,0.5517241379310345,0.1724137931034483,1.0
4467,H,0.7586206896551724,1.4482758620689655,L,D,L,W,L,L,-0.6551724137931034,0.2413793103448276,-0.10344827586206896,12.0
4468,NH,1.8275862068965518,1.2413793103448276,L,L,L,L,W,W,0.6206896551724138,-0.41379310344827586,-0.06896551724137931,-8.0
4469,H,1.793103448275862,1.1379310344827587,W,W,W,W,D,D,0.6206896551724138,-0.13793103448275862,0.3448275862068966,-5.0
4470,H,0.8666666666666667,0.9333333333333333,W,W,L,W,W,D,-0.8333333333333334,-0.6,-0.13333333333333333,-1.0
4471,NH,1.6333333333333333,1.8,L,W,L,D,L,L,0.5,0.6,0.06666666666666667,-3.0
4472,NH,1.4,0.7333333333333333,L,W,L,D,D,L,0.2,-0.9666666666666667,-0.1,-10.0
4473,H,1.2,0.7333333333333333,L,D,L,L,L,L,-0.23333333333333334,-1.1,0.1,1.0
4474,NH,1.2333333333333334,2.3,D,L,W,W,L,W,-0.4,1.6666666666666667,-0.16666666666666666,10.0
4475,H,1.2333333333333334,0.8333333333333334,L,W,D,W,L,D,0.1,-0.6,0.0,-8.0
4476,NH,1.3,1.2333333333333334,W,W,W,L,L,W,0.0,-0.13333333333333333,0.06666666666666667,11.0
4477,NH,1.2,1.5666666666666667,D,L,W,W,L,D,-0.1,0.0,0.16666666666666666,-1.0
4478,H,2.3333333333333335,1.2,W,W,W,L,L,W,1.5333333333333334,-0.1,0.2,-7.0
4479,NH,1.1,1.6333333333333333,L,W,D,L,W,L,-0.23333333333333334,0.5,-0.03333333333333333,7.0
4480,H,1.2903225806451613,1.1612903225806452,W,L,L,L,D,L,-0.06451612903225806,-0.16129032258064516,0.0,-4.0
4481,H,1.1612903225806452,1.2580645161290323,L,L,L,W,L,D,-0.12903225806451613,-0.1935483870967742,0.06451612903225806,-10.0
4482,NH,2.2580645161290325,1.2903225806451613,D,W,L,W,L,W,1.6129032258064515,0.16129032258064516,0.0967741935483871,-7.0
4483,H,0.8064516129032258,1.8709677419354838,L,W,L,W,W,W,-0.6451612903225806,0.7096774193548387,-0.3548387096774194,14.0
4484,H,0.8064516129032258,1.2258064516129032,W,D,D,D,D,L,-0.9032258064516129,-0.3870967741935484,-0.06451612903225806,3.0
4485,NH,0.7096774193548387,0.9354838709677419,L,L,L,W,W,W,-1.096774193548387,-0.7741935483870968,-0.25806451612903225,3.0
4486,H,1.6129032258064515,1.3548387096774193,W,W,L,L,L,W,0.06451612903225806,0.16129032258064516,0.16129032258064516,6.0
4487,H,1.7741935483870968,1.2580645161290323,D,D,L,L,W,W,0.5806451612903226,-0.06451612903225806,-0.22580645161290322,-13.0
4488,NH,0.9032258064516129,2.3548387096774195,L,W,W,W,W,W,-0.6129032258064516,1.5161290322580645,-0.25806451612903225,14.0
4489,NH,1.2580645161290323,1.6129032258064515,L,W,W,W,W,L,-0.06451612903225806,0.06451612903225806,0.03225806451612903,6.0
4490,NH,0.90625,1.21875,L,W,W,W,L,L,-0.84375,-0.09375,0.09375,6.0
4491,H,1.65625,0.875,W,D,L,W,W,D,0.53125,-0.8125,-0.03125,-14.0
4492,NH,1.3125,1.0625,L,L,L,D,L,L,0.09375,-0.28125,-0.0625,-3.0
4493,NH,1.21875,1.34375,L,W,L,W,W,L,-0.21875,0.0,-0.15625,11.0
4494,H,1.1875,0.6875,L,D,D,L,L,L,-0.4375,-1.09375,0.15625,-4.0
4495,NH,1.28125,1.8125,D,W,L,W,D,D,0.15625,0.625,0.09375,5.0
4496,H,1.125,0.875,L,L,D,L,L,W,-0.21875,-0.65625,-0.09375,-4.0
4497,H,1.8125,2.21875,L,W,W,D,D,W,0.65625,1.5625,0.125,1.0
4498,H,2.375,0.875,W,W,W,W,L,W,1.53125,-0.59375,0.25,-17.0
4499,NH,1.0625,1.1875,D,L,L,L,D,D,-0.28125,-0.4375,0.0,-4.0
4500,H,1.3333333333333333,1.2727272727272727,D,W,W,D,D,W,0.0,0.15151515151515152,-0.030303030303030304,-3.0
4501,NH,1.2727272727272727,1.696969696969697,W,W,L,W,W,D,0.0,0.5454545454545454,-0.12121212121212122,6.0
4502,H,1.696969696969697,0.8787878787878788,W,W,W,L,L,W,0.18181818181818182,-0.8787878787878788,0.09090909090909091,-2.0
4503,NH,1.7878787878787878,1.2121212121212122,D,W,D,D,L,W,0.6060606060606061,-0.21212121212121213,0.030303030303030304,-13.0
4504,NH,0.8484848484848485,1.303030303030303,L,L,L,D,L,L,-0.7272727272727273,0.09090909090909091,0.06060606060606061,9.0
4505,H,2.1515151515151514,1.1818181818181819,L,D,D,W,L,L,1.4848484848484849,-0.12121212121212122,0.030303030303030304,-8.0
4506,H,0.8484848484848485,1.1818181818181819,L,W,L,L,L,L,-0.6363636363636364,-0.18181818181818182,0.0,0.0
4507,H,0.8484848484848485,2.393939393939394,L,W,W,W,W,W,-0.8181818181818182,1.5454545454545454,-0.21212121212121213,15.0
4508,NH,0.6666666666666666,1.8484848484848484,L,L,L,W,L,W,-1.0909090909090908,0.6666666666666666,-0.36363636363636365,13.0
4509,NH,1.2121212121212122,2.1515151515151514,D,L,W,L,D,D,-0.21212121212121213,1.4848484848484849,0.0,15.0
4510,NH,1.2352941176470589,0.6470588235294118,L,D,D,L,L,L,0.029411764705882353,-1.1470588235294117,0.14705882352941177,-7.0
4511,H,1.1470588235294117,0.8235294117647058,L,L,L,L,L,L,-0.2647058823529412,-0.7352941176470589,0.0,3.0
4512,H,1.1470588235294117,0.9117647058823529,L,W,L,W,L,W,-0.23529411764705882,-0.5294117647058824,-0.14705882352941177,-7.0
4513,H,2.323529411764706,1.0294117647058822,L,W,W,L,D,D,1.4705882352941178,-0.38235294117647056,0.29411764705882354,-8.0
4514,NH,1.8823529411764706,0.9117647058823529,W,W,L,W,L,W,0.7352941176470589,-0.7647058823529411,0.058823529411764705,-12.0
4515,NH,1.8823529411764706,1.6764705882352942,W,W,L,D,W,W,0.7352941176470589,0.5294117647058824,0.11764705882352941,2.0
4516,NH,1.0294117647058822,1.2352941176470589,L,D,D,L,D,D,-0.38235294117647056,0.029411764705882353,-0.08823529411764706,-1.0
4517,H,0.8235294117647058,1.2647058823529411,L,L,L,W,D,L,-0.7352941176470589,-0.17647058823529413,-0.11764705882352941,-3.0
4518,NH,0.8823529411764706,1.1470588235294117,D,L,L,L,L,L,-0.8529411764705882,-0.2647058823529412,0.11764705882352941,-4.0
4519,H,1.2647058823529411,0.9117647058823529,D,W,W,W,L,W,0.0,-0.7647058823529411,-0.08823529411764706,-8.0
4520,H,1.7714285714285714,1.2,W,W,W,L,D,W,0.3142857142857143,-0.45714285714285713,0.2857142857142857,-1.0
4521,H,0.8857142857142857,1.6857142857142857,L,W,L,L,L,D,-0.5428571428571428,0.5142857142857142,0.02857142857142857,13.0
4522,NH,1.3142857142857143,1.2,L,W,D,W,L,W,0.08571428571428572,-0.2,-0.05714285714285714,-5.0
4523,NH,2.342857142857143,1.3714285714285714,W,L,W,D,W,D,1.542857142857143,0.11428571428571428,0.02857142857142857,-6.0
4524,NH,0.6571428571428571,2.2,D,L,L,W,W,L,-1.1142857142857143,1.6571428571428573,-0.2,14.0
4525,NH,1.0285714285714285,0.9428571428571428,D,L,D,W,D,L,-0.37142857142857144,-0.8,-0.11428571428571428,-5.0
4526,H,1.3714285714285714,1.3142857142857143,D,W,D,W,D,W,0.11428571428571428,0.02857142857142857,0.02857142857142857,-1.0
4527,NH,1.2285714285714286,1.3142857142857143,L,W,D,L,W,D,-0.3142857142857143,0.08571428571428572,0.08571428571428572,12.0
4528,NH,1.2,1.8285714285714285,L,D,W,L,W,W,-0.45714285714285713,0.6857142857142857,-0.11428571428571428,9.0
4529,NH,1.2285714285714286,0.9428571428571428,D,L,D,W,D,L,0.02857142857142857,-0.8,-0.02857142857142857,-4.0
4530,NH,1.1944444444444444,0.6388888888888888,D,W,L,L,D,L,-0.16666666666666666,-1.1388888888888888,0.08333333333333333,1.0
4531,NH,1.25,1.0,W,W,L,L,D,L,-0.16666666666666666,-0.3888888888888889,0.16666666666666666,2.0
4532,H,0.9444444444444444,1.7222222222222223,L,W,W,L,W,W,-0.7222222222222222,0.19444444444444445,-0.08333333333333333,4.0
4533,H,1.6944444444444444,0.9444444444444444,W,D,D,W,L,W,0.6388888888888888,-0.5,0.05555555555555555,-16.0
4534,H,1.7222222222222223,0.8611111111111112,W,L,L,W,L,L,0.5555555555555556,-0.7222222222222222,0.1111111111111111,-10.0
4535,H,2.2222222222222223,2.3055555555555554,W,W,W,D,W,L,1.6666666666666667,1.5,0.0,2.0
4536,NH,1.3611111111111112,1.2777777777777777,W,L,W,L,W,D,0.16666666666666666,-0.08333333333333333,-0.08333333333333333,-2.0
4537,NH,1.1944444444444444,1.4166666666666667,D,L,D,W,D,W,-0.4444444444444444,0.2222222222222222,-0.16666666666666666,6.0
4538,NH,0.9444444444444444,1.7222222222222223,D,W,D,W,L,L,-0.7777777777777778,0.5555555555555556,-0.05555555555555555,9.0
4539,NH,1.6944444444444444,1.7222222222222223,W,D,D,L,W,W,0.6388888888888888,0.19444444444444445,-0.027777777777777776,-10.0
4540,NH,1.7837837837837838,1.162162162162162,D,D,L,L,L,L,0.6486486486486487,-0.43243243243243246,0.10810810810810811,-14.0
4541,NH,1.0,1.7567567567567568,D,L,D,W,W,L,-0.3783783783783784,0.6216216216216216,-0.10810810810810811,4.0
4542,NH,0.918918918918919,1.2432432432432432,L,D,W,D,W,W,-0.8378378378378378,-0.16216216216216217,-0.13513513513513514,3.0
4543,H,1.3243243243243243,1.2162162162162162,W,L,W,D,D,D,-0.05405405405405406,0.02702702702702703,0.16216216216216217,-2.0
4544,H,2.2432432432432434,1.1891891891891893,L,D,W,D,D,W,1.4324324324324325,-0.16216216216216217,0.05405405405405406,-17.0
4545,NH,1.7567567567567568,2.2432432432432434,W,L,W,W,W,W,0.24324324324324326,1.6486486486486487,0.0,9.0
4546,H,0.918918918918919,1.1891891891891893,L,W,L,D,D,L,-0.6216216216216216,-0.43243243243243246,0.0,5.0
4547,NH,0.6486486486486487,1.4054054054054055,D,L,D,D,W,D,-1.1081081081081081,0.21621621621621623,-0.1891891891891892,10.0
4548,NH,0.8378378378378378,1.0,L,W,L,W,L,W,-0.7567567567567568,-0.5945945945945946,-0.16216216216216217,-1.0
4549,H,1.3243243243243243,1.6486486486486487,L,W,L,L,W,D,0.13513513513513514,0.5675675675675675,-0.02702702702702703,4.0
4550,H,1.605263157894737,0.8157894736842105,L,L,W,L,L,W,0.47368421052631576,-0.7631578947368421,0.05263157894736842,-13.0
4551,H,1.394736842105263,1.7105263157894737,D,D,W,L,W,L,0.21052631578947367,0.18421052631578946,0.0,-5.0
4552,H,2.263157894736842,0.9736842105263158,W,W,W,W,L,W,1.6578947368421053,-0.5789473684210527,0.15789473684210525,-15.0
4553,H,1.1578947368421053,1.0,D,L,L,D,D,L,-0.42105263157894735,-0.3684210526315789,0.02631578947368421,9.0
4554,NH,1.1578947368421053,0.9210526315789473,L,D,D,D,L,D,-0.4473684210526316,-0.8157894736842105,-0.07894736842105263,-1.0
4555,NH,1.1842105263157894,2.263157894736842,L,D,D,W,L,D,0.0,1.4473684210526316,-0.10526315789473684,9.0
4556,H,1.1578947368421053,1.368421052631579,L,D,D,W,L,W,-0.21052631578947367,0.21052631578947367,-0.10526315789473684,12.0
4557,H,1.736842105263158,1.368421052631579,D,W,W,W,W,L,0.6052631578947368,-0.02631578947368421,-0.07894736842105263,-3.0
4558,NH,1.236842105263158,1.763157894736842,D,D,W,D,D,D,-0.15789473684210525,0.631578947368421,0.05263157894736842,7.0
4559,H,1.0526315789473684,0.6578947368421053,W,W,L,D,D,L,-0.5526315789473685,-1.0789473684210527,0.23684210526315788,-1.0
4560,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-10.0
4561,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-3.0
4562,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,1.0
4563,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,6.0
4564,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,4.0
4565,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,2.0
4566,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,2.0
4567,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-17.0
4568,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,9.0
4569,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,5.0
4570,H,1.5,0.5,W,M,M,D,M,M,1.0,0.0,1.0,-12.0
4571,NH,0.0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,9.0
4572,H,1.5,1.5,W,M,M,W,M,M,1.0,0.5,0.0,1.0
4573,H,0.0,1.5,L,M,M,W,M,M,-0.5,2.5,-1.5,-7.0
4574,NH,0.0,0.0,L,M,M,L,M,M,-2.5,-2.5,0.0,-5.0
4575,NH,0.0,0.0,L,M,M,L,M,M,-0.5,-1.0,0.0,3.0
4576,H,1.5,1.5,W,M,M,W,M,M,2.5,0.5,0.0,-7.0
4577,NH,0.0,1.5,L,M,M,W,M,M,-0.5,1.5,-1.5,-6.0
4578,NH,0.0,1.5,L,M,M,W,M,M,-1.5,0.5,-1.5,7.0
4579,NH,0.5,0.5,D,M,M,D,M,M,0.0,0.0,0.0,11.0
4580,H,1.3333333333333333,0.3333333333333333,D,W,M,D,L,M,0.3333333333333333,-1.6666666666666667,1.0,-16.0
4581,NH,2.0,0.6666666666666666,W,W,M,D,D,M,2.6666666666666665,0.0,1.3333333333333333,-2.0
4582,NH,0.3333333333333333,0.3333333333333333,D,L,M,D,L,M,-0.3333333333333333,-1.6666666666666667,0.0,-8.0
4583,H,1.3333333333333333,2.0,D,W,M,W,W,M,1.0,1.0,-0.6666666666666666,3.0
4584,H,1.0,1.0,L,W,M,L,W,M,-0.6666666666666666,1.3333333333333333,0.0,9.0
4585,NH,1.0,0.6666666666666666,W,L,M,D,D,M,0.0,0.0,0.3333333333333333,1.0
4586,NH,0.3333333333333333,0.6666666666666666,D,L,M,D,D,M,-1.0,0.0,-0.3333333333333333,5.0
4587,NH,1.0,0.0,L,W,M,L,L,M,-0.3333333333333333,-1.0,1.0,-11.0
4588,NH,0.0,1.0,L,L,M,W,L,M,-1.0,0.0,-1.0,16.0
4589,H,0.6666666666666666,0.0,D,D,M,L,L,M,0.0,-1.0,0.6666666666666666,-15.0
4590,H,0.25,1.75,D,L,L,D,W,W,-0.75,2.0,-1.5,5.0
4591,H,0.75,1.75,L,L,W,W,D,W,0.25,1.25,-1.0,-1.0
4592,H,1.5,1.0,W,W,L,D,W,L,0.25,0.0,0.5,-13.0
4593,NH,0.5,1.5,D,D,L,W,L,W,-1.25,0.25,-1.0,-6.0
4594,NH,0.25,2.25,L,D,L,W,W,W,-1.75,1.5,-2.0,11.0
4595,NH,0.75,1.75,D,D,D,W,D,W,0.0,0.75,-1.0,13.0
4596,NH,0.75,0.25,D,D,D,L,D,L,0.0,-1.25,0.5,5.0
4597,NH,0.25,0.5,L,L,D,D,D,L,-1.0,-0.25,-0.25,14.0
4598,NH,1.5,1.0,L,W,W,D,L,W,0.25,-0.25,0.5,2.0
4599,H,2.25,0.75,W,W,W,D,D,D,1.5,0.0,1.5,-8.0
4600,H,0.0,0.8,L,L,L,W,D,L,-1.8,-0.2,-0.8,2.0
4601,NH,1.4,1.4,L,D,W,D,L,W,1.2,0.2,0.0,4.0
4602,H,1.4,0.2,L,W,D,L,L,L,0.4,-1.0,1.2,-8.0
4603,NH,1.4,0.8,D,W,L,D,D,D,0.2,0.0,0.6,5.0
4604,NH,0.8,1.2,L,D,W,W,L,L,-0.8,0.8,-0.4,6.0
4605,NH,0.4,1.8,D,L,D,W,W,W,-1.0,1.0,-1.4,6.0
4606,NH,1.6,1.6,D,W,D,W,W,D,0.6,1.4,0.0,-2.0
4607,H,1.0,0.6,D,D,L,D,D,D,-0.2,-1.0,0.4,-7.0
4608,H,1.0,0.4,W,D,D,D,L,D,0.2,-1.4,0.6,-13.0
4609,NH,1.6,2.0,W,W,D,D,W,W,1.4,1.2,-0.4,-3.0
4610,H,1.6666666666666667,0.5,W,D,L,W,L,L,0.6666666666666666,-1.0,1.1666666666666667,-11.0
4611,NH,1.5,1.5,W,W,L,D,D,W,0.8333333333333334,0.5,0.0,8.0
4612,NH,2.0,1.3333333333333333,W,W,W,W,W,D,1.0,0.3333333333333333,0.6666666666666666,-2.0
4613,NH,0.5,0.3333333333333333,L,D,D,L,D,L,-1.0,-1.0,0.16666666666666666,4.0
4614,NH,0.3333333333333333,1.3333333333333333,D,L,L,W,D,D,-0.8333333333333334,0.0,-1.0,13.0
4615,H,0.6666666666666666,1.1666666666666667,L,D,D,L,L,D,-0.16666666666666666,0.5,-0.5,3.0
4616,H,1.1666666666666667,0.6666666666666666,W,D,D,L,L,D,0.16666666666666666,-0.8333333333333334,0.5,-2.0
4617,NH,0.6666666666666666,1.6666666666666667,L,W,D,W,L,W,-0.6666666666666666,0.5,-1.0,6.0
4618,NH,0.3333333333333333,1.3333333333333333,L,D,L,D,D,W,-1.3333333333333333,0.16666666666666666,-1.0,-1.0
4619,H,2.1666666666666665,0.5,W,D,W,L,D,D,1.1666666666666667,-1.0,1.6666666666666667,-6.0
4620,H,1.7142857142857142,1.0,W,D,D,L,W,D,0.5714285714285714,-0.2857142857142857,0.42857142857142855,-12.0
4621,NH,1.0,0.42857142857142855,L,L,L,D,D,L,0.14285714285714285,-0.7142857142857143,0.2857142857142857,-7.0
4622,H,1.5714285714285714,0.2857142857142857,D,W,L,L,L,D,0.42857142857142855,-1.2857142857142858,0.8571428571428571,-7.0
4623,NH,1.5714285714285714,1.2857142857142858,W,D,D,L,D,W,0.2857142857142857,0.8571428571428571,0.0,15.0
4624,NH,0.5714285714285714,1.8571428571428572,L,L,L,W,W,D,-0.8571428571428571,0.8571428571428571,-0.8571428571428571,8.0
