,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
248,NH,1.6,1.4,L,W,L,W,W,L,0.24,0.12,-0.12,15.0
249,H,1.44,1.48,L,D,L,W,W,D,-0.08,0.64,-0.4,3.0
250,H,1.6923076923076923,1.1923076923076923,W,D,D,L,D,D,0.7307692307692307,0.07692307692307693,0.34615384615384615,-5.0
251,H,2.269230769230769,1.0384615384615385,W,W,W,L,D,W,1.5769230769230769,-0.4230769230769231,0.3076923076923077,-12.0
252,NH,0.9615384615384616,0.8461538461538461,D,D,W,D,D,L,-0.11538461538461539,-0.5769230769230769,0.15384615384615385,-6.0
253,NH,1.2307692307692308,1.3846153846153846,D,D,D,W,D,D,-0.15384615384615385,-0.15384615384615385,-0.19230769230769232,-8.0
254,NH,1.0384615384615385,1.4615384615384615,L,D,W,W,W,W,-0.4230769230769231,0.15384615384615385,-0.2692307692307692,10.0
255,H,1.6923076923076923,1.5384615384615385,W,D,D,L,L,W,0.6923076923076923,0.19230769230769232,0.0,-16.0
256,NH,1.2692307692307692,0.9615384615384616,D,W,L,D,D,W,0.038461538461538464,-0.11538461538461539,-0.11538461538461539,-6.0
257,NH,1.4230769230769231,2.269230769230769,L,W,W,W,W,W,0.5769230769230769,1.5769230769230769,-0.11538461538461539,4.0
258,H,1.0384615384615385,1.5,L,D,W,W,L,D,-0.4230769230769231,-0.038461538461538464,0.038461538461538464,5.0
259,NH,1.4615384615384615,0.9230769230769231,W,W,W,L,D,L,0.15384615384615385,-0.6538461538461539,0.3076923076923077,-13.0
260,NH,0.8518518518518519,1.2222222222222223,D,D,D,D,D,D,-0.5555555555555556,-0.14814814814814814,-0.1111111111111111,8.0
261,H,1.2962962962962963,0.5925925925925926,W,W,D,L,L,L,-0.1111111111111111,-1.1851851851851851,0.25925925925925924,-2.0
262,NH,1.5925925925925926,1.6666666666666667,L,L,D,D,W,D,0.25925925925925924,0.7037037037037037,-0.07407407407407407,3.0
263,H,1.3703703703703705,1.3703703703703705,D,W,D,L,L,W,-0.14814814814814814,-0.18518518518518517,0.1111111111111111,7.0
264,NH,1.1851851851851851,0.7777777777777778,D,L,D,L,L,L,0.07407407407407407,-0.8148148148148148,0.07407407407407407,-5.0
265,NH,0.5925925925925926,1.1851851851851851,L,L,L,D,L,D,-1.1851851851851851,0.07407407407407407,-0.07407407407407407,8.0
266,NH,0.7777777777777778,1.3703703703703705,L,L,L,D,W,D,-0.8148148148148148,-0.14814814814814814,-0.2962962962962963,-4.0
267,H,1.0,1.2222222222222223,W,L,D,L,D,W,-0.5925925925925926,0.0,0.1111111111111111,10.0
268,H,1.4814814814814814,1.037037037037037,L,L,L,D,L,D,0.14814814814814814,-0.4074074074074074,-0.1111111111111111,5.0
269,H,1.4444444444444444,1.5925925925925926,L,W,L,L,L,D,-0.07407407407407407,0.25925925925925924,-0.1111111111111111,1.0
270,NH,0.9642857142857143,1.3571428571428572,D,D,D,W,W,W,-0.10714285714285714,-0.07142857142857142,-0.14285714285714285,-3.0
271,NH,1.3214285714285714,0.8214285714285714,L,L,L,L,D,D,-0.21428571428571427,-0.5714285714285714,0.10714285714285714,-7.0
272,NH,1.2857142857142858,1.4285714285714286,W,D,D,D,D,W,-0.10714285714285714,0.14285714285714285,-0.14285714285714285,7.0
273,H,2.25,1.7857142857142858,D,W,W,W,W,W,1.5,0.7142857142857143,0.07142857142857142,-1.0
274,H,1.7857142857142858,1.25,W,W,W,W,D,L,0.7142857142857143,0.10714285714285714,0.17857142857142858,-7.0
275,NH,0.7857142857142857,1.3928571428571428,D,L,L,D,D,L,-0.7857142857142857,0.5357142857142857,-0.25,9.0
276,H,1.0,1.2857142857142858,D,W,L,W,D,D,-0.5714285714285714,-0.10714285714285714,-0.07142857142857142,6.0
277,NH,1.1071428571428572,1.3214285714285714,W,D,L,L,L,L,-0.35714285714285715,-0.21428571428571427,0.07142857142857142,2.0
278,NH,1.4285714285714286,2.25,D,D,W,D,W,W,0.14285714285714285,1.5,-0.07142857142857142,2.0
279,H,1.5,1.6071428571428572,W,L,W,L,D,W,0.0,0.6071428571428571,0.03571428571428571,4.0
280,NH,0.896551724137931,1.4137931034482758,W,L,D,W,W,W,-0.5172413793103449,-0.034482758620689655,-0.2413793103448276,3.0
281,NH,0.9310344827586207,1.4137931034482758,L,D,D,D,W,D,-0.13793103448275862,-0.06896551724137931,-0.1724137931034483,-6.0
282,H,1.5862068965517242,0.5517241379310345,W,W,L,L,L,L,0.27586206896551724,-1.206896551724138,0.20689655172413793,1.0
283,NH,1.5172413793103448,1.2758620689655173,L,D,L,W,D,L,0.1724137931034483,0.034482758620689655,-0.20689655172413793,1.0
284,NH,1.206896551724138,1.4482758620689655,L,W,D,W,D,D,0.0,0.5862068965517241,-0.10344827586206896,4.0
285,H,1.2758620689655173,1.5862068965517242,W,D,L,W,W,L,0.034482758620689655,0.27586206896551724,0.06896551724137931,-12.0
286,NH,0.5517241379310345,0.896551724137931,L,L,L,W,L,D,-1.206896551724138,-0.5172413793103449,-0.20689655172413793,-1.0
287,NH,1.4137931034482758,1.4827586206896552,D,W,D,W,D,D,-0.06896551724137931,0.1724137931034483,-0.06896551724137931,15.0
288,NH,1.4482758620689655,1.5172413793103448,W,D,D,L,D,L,0.5862068965517241,0.1724137931034483,0.20689655172413793,-2.0
289,H,2.2758620689655173,1.5517241379310345,W,D,W,W,W,L,1.6206896551724137,0.06896551724137931,0.13793103448275862,-7.0
290,NH,1.2666666666666666,0.9333333333333333,L,D,L,D,L,D,-0.23333333333333334,-0.13333333333333333,-0.1,-1.0
291,H,1.4666666666666666,1.0666666666666667,W,W,W,D,L,W,0.0,-0.4,0.3333333333333333,2.0
292,H,1.2,0.8,L,L,W,D,D,D,-0.16666666666666666,-0.7333333333333333,0.06666666666666667,-4.0
293,NH,1.1666666666666667,1.5333333333333334,L,L,W,L,W,W,-0.06666666666666667,0.23333333333333334,-0.06666666666666667,-9.0
294,NH,1.2666666666666666,1.7666666666666666,D,W,D,W,L,W,0.03333333333333333,0.6,-0.2,4.0
295,NH,1.6333333333333333,1.1333333333333333,W,D,L,W,W,D,0.6333333333333333,-0.4666666666666667,-0.06666666666666667,-12.0
296,H,1.7666666666666666,1.2,W,L,W,L,L,W,0.6,-0.16666666666666666,0.23333333333333334,-8.0
297,NH,0.5666666666666667,1.2666666666666666,D,L,L,L,D,L,-1.1666666666666667,-0.23333333333333334,0.0,6.0
298,H,1.4,0.9333333333333333,L,W,D,D,L,D,0.5,-0.13333333333333333,0.03333333333333333,-7.0
299,H,0.8,1.1333333333333333,D,D,D,W,W,D,-0.7333333333333333,-0.4666666666666667,-0.23333333333333334,-2.0
300,H,1.6129032258064515,2.2580645161290325,D,W,D,W,D,W,0.6129032258064516,1.5806451612903225,-0.16129032258064516,3.0
301,NH,0.8709677419354839,1.3225806451612903,D,L,W,W,D,W,-0.5161290322580645,0.0967741935483871,-0.0967741935483871,12.0
302,NH,1.5483870967741935,1.5161290322580645,W,D,L,W,D,W,0.22580645161290322,0.1935483870967742,-0.12903225806451613,4.0
303,NH,1.1290322580645162,1.032258064516129,L,L,L,L,D,L,-0.0967741935483871,-0.41935483870967744,-0.03225806451612903,-4.0
304,H,1.3548387096774193,1.4516129032258065,L,D,D,L,L,W,-0.0967741935483871,-0.06451612903225806,0.0,10.0
305,NH,1.4193548387096775,1.5806451612903225,L,W,W,W,L,W,-0.0967741935483871,0.25806451612903225,0.0967741935483871,-3.0
306,H,1.3225806451612903,1.4516129032258065,W,D,W,L,L,W,0.0967741935483871,-0.06451612903225806,0.06451612903225806,-2.0
307,NH,1.3225806451612903,1.1290322580645162,W,D,W,L,L,L,0.0967741935483871,-0.0967741935483871,0.12903225806451613,-3.0
308,NH,1.1290322580645162,1.4516129032258065,D,W,W,W,L,W,-0.45161290322580644,0.5161290322580645,0.0967741935483871,11.0
309,H,1.5161290322580645,1.4193548387096775,W,D,W,L,W,W,0.1935483870967742,-0.0967741935483871,-0.0967741935483871,-12.0
310,NH,1.40625,0.84375,L,L,L,W,L,D,-0.09375,-0.71875,0.0,-6.0
311,H,1.09375,0.84375,W,L,D,L,D,L,-0.34375,-0.5625,0.09375,-5.0
312,NH,0.96875,1.5,L,W,D,L,W,D,-0.125,0.15625,0.0,5.0
313,NH,1.625,1.5625,W,W,L,L,D,W,0.34375,0.5625,0.21875,14.0
314,H,2.1875,1.40625,L,W,D,W,L,D,1.46875,-0.03125,0.0,-17.0
315,H,1.21875,0.5625,L,W,L,L,D,D,-0.125,-1.125,0.125,-7.0
316,NH,0.84375,1.78125,L,D,L,W,D,W,-0.5625,0.625,-0.1875,16.0
317,H,0.5625,1.40625,L,D,D,W,L,D,-1.125,-0.03125,-0.1875,-1.0
318,NH,1.5625,1.5625,L,D,W,W,W,D,0.5625,0.25,-0.1875,1.0
319,NH,1.78125,0.96875,W,D,W,L,W,D,0.625,-0.125,0.15625,-10.0
320,H,1.3636363636363635,1.1515151515151516,D,W,W,W,W,L,0.12121212121212122,-0.2727272727272727,0.12121212121212122,-7.0
321,H,1.5454545454545454,1.3333333333333333,W,W,W,L,L,L,0.6363636363636364,-0.18181818181818182,0.18181818181818182,-10.0
322,H,1.606060606060606,1.2727272727272727,D,W,W,W,L,D,0.3333333333333333,-0.21212121212121213,0.15151515151515152,7.0
323,NH,1.3636363636363635,0.8181818181818182,L,L,L,L,L,D,-0.15151515151515152,-0.6060606060606061,-0.030303030303030304,-10.0
324,H,2.212121212121212,0.9090909090909091,W,L,W,W,W,L,1.4545454545454546,-0.6363636363636364,0.06060606060606061,-13.0
325,NH,1.4848484848484849,1.2727272727272727,D,L,W,W,L,W,0.15151515151515152,-0.09090909090909091,-0.030303030303030304,-3.0
326,H,1.0909090909090908,1.0606060606060606,D,L,L,L,L,D,-0.15151515151515152,-0.6060606060606061,-0.18181818181818182,-7.0
327,H,0.9090909090909091,1.4848484848484849,W,W,L,D,L,W,-0.6363636363636364,0.15151515151515152,0.09090909090909091,7.0
328,H,1.0606060606060606,1.3636363636363635,L,L,D,L,L,L,-0.6060606060606061,-0.15151515151515152,0.12121212121212122,8.0
329,NH,1.1515151515151516,1.606060606060606,W,W,L,W,L,D,-0.2727272727272727,0.5757575757575758,-0.030303030303030304,9.0
330,NH,1.0294117647058822,1.6470588235294117,W,D,L,W,D,W,-0.029411764705882353,0.35294117647058826,-0.058823529411764705,-6.0
331,H,1.2647058823529411,1.1470588235294117,D,W,L,W,D,L,-0.20588235294117646,-0.08823529411764706,0.029411764705882353,2.0
332,NH,1.3235294117647058,1.411764705882353,L,L,W,W,D,W,-0.11764705882352941,0.14705882352941177,-0.20588235294117646,12.0
333,NH,1.3235294117647058,1.588235294117647,W,W,L,W,W,W,-0.058823529411764705,0.7058823529411765,-0.08823529411764706,5.0
334,H,1.7647058823529411,1.1176470588235294,L,W,W,L,W,W,0.6176470588235294,-0.29411764705882354,0.08823529411764706,-11.0
335,NH,1.411764705882353,1.3235294117647058,W,D,W,D,L,L,0.14705882352941177,-0.17647058823529413,0.20588235294117646,-9.0
336,H,0.7058823529411765,1.0294117647058822,W,W,L,L,L,L,-0.9411764705882353,-0.6470588235294118,0.11764705882352941,1.0
337,NH,1.588235294117647,1.3235294117647058,W,W,W,L,L,W,0.7058823529411765,-0.11764705882352941,0.23529411764705882,-13.0
338,H,1.6470588235294117,0.8823529411764706,W,D,W,L,W,W,0.35294117647058826,-0.6764705882352942,0.08823529411764706,4.0
339,NH,1.3235294117647058,1.0294117647058822,L,L,L,W,D,L,-0.17647058823529413,-0.029411764705882353,-0.23529411764705882,-4.0
340,NH,2.2,0.8571428571428571,D,W,W,W,L,L,1.4285714285714286,-0.6571428571428571,0.17142857142857143,-17.0
341,NH,1.4,1.3142857142857143,L,L,D,W,D,W,0.08571428571428572,-0.17142857142857143,-0.11428571428571428,-4.0
342,NH,1.1142857142857143,1.6857142857142857,L,W,D,W,W,W,-0.11428571428571428,0.37142857142857144,-0.3142857142857143,6.0
343,H,1.6857142857142857,1.2857142857142858,W,W,W,L,W,W,0.6571428571428571,-0.14285714285714285,0.02857142857142857,-6.0
344,NH,0.9428571428571428,1.6857142857142857,W,L,W,W,W,W,-0.6285714285714286,0.6571428571428571,-0.02857142857142857,10.0
345,NH,1.0857142857142856,1.8,W,L,L,W,L,W,-0.5714285714285714,0.6857142857142857,-0.17142857142857143,14.0
346,H,1.0857142857142856,0.6857142857142857,L,L,W,L,W,W,-0.3142857142857143,-0.9428571428571428,-0.02857142857142857,-4.0
347,H,1.6857142857142857,1.542857142857143,W,W,W,L,W,W,0.37142857142857144,0.6571428571428571,0.08571428571428572,-2.0
348,H,0.8571428571428571,1.1142857142857143,W,L,L,L,W,D,-0.6571428571428571,-0.11428571428571428,0.0,9.0
349,NH,1.0,2.2,L,W,D,D,W,W,-0.05714285714285714,1.4285714285714286,-0.08571428571428572,11.0
350,H,1.3055555555555556,1.25,D,W,D,L,L,L,-0.16666666666666666,-0.3055555555555556,0.2222222222222222,3.0
351,NH,1.2777777777777777,1.3888888888888888,D,L,D,D,L,L,-0.19444444444444445,0.08333333333333333,0.0,8.0
352,NH,1.25,1.3888888888888888,L,L,W,D,D,W,-0.19444444444444445,0.1388888888888889,-0.08333333333333333,4.0
353,H,1.3611111111111112,1.7222222222222223,W,D,L,W,W,W,-0.08333333333333333,0.4166666666666667,-0.16666666666666666,0.0
354,NH,0.6666666666666666,1.7222222222222223,L,L,W,W,W,W,-0.9722222222222222,0.6944444444444444,-0.16666666666666666,13.0
355,NH,1.3055555555555556,1.2777777777777777,D,W,D,D,L,D,-0.16666666666666666,-0.19444444444444445,0.16666666666666666,-4.0
356,H,1.8333333333333333,1.7222222222222223,W,W,L,W,W,W,0.6944444444444444,0.4166666666666667,-0.08333333333333333,-1.0
357,H,1.3888888888888888,0.9166666666666666,D,D,W,L,W,L,0.1388888888888889,-0.6666666666666666,0.0,-8.0
358,NH,0.6666666666666666,1.0555555555555556,L,L,W,W,L,W,-0.9722222222222222,0.027777777777777776,-0.027777777777777776,5.0
359,H,1.5,1.0555555555555556,L,L,W,L,L,L,0.5833333333333334,-0.3888888888888889,0.08333333333333333,-8.0
360,H,1.2162162162162162,1.2432432432432432,L,L,L,D,L,L,-0.32432432432432434,-0.1891891891891892,-0.1891891891891892,-2.0
361,H,1.7567567567567568,1.2702702702702702,W,W,W,L,D,W,0.7567567567567568,-0.24324324324324326,0.1891891891891892,-7.0
362,NH,2.1621621621621623,1.027027027027027,L,W,D,L,L,W,1.3783783783783783,-0.6216216216216216,0.1891891891891892,-15.0
363,H,1.4324324324324325,1.4054054054054055,W,D,L,W,W,D,0.10810810810810811,-0.05405405405405406,-0.05405405405405406,-11.0
364,H,1.054054054054054,1.2432432432432432,L,L,L,L,D,L,-0.1891891891891892,-0.2702702702702703,0.05405405405405406,-6.0
365,H,1.6756756756756757,0.918918918918919,L,W,W,W,D,W,0.3783783783783784,-0.5945945945945946,0.08108108108108109,0.0
366,NH,1.7567567567567568,1.5405405405405406,W,W,W,W,L,L,0.7567567567567568,0.5945945945945946,0.16216216216216217,-1.0
367,H,1.6756756756756757,0.6756756756756757,L,W,W,D,L,L,0.3783783783783784,-0.9459459459459459,0.13513513513513514,-14.0
368,H,1.2432432432432432,2.1621621621621623,L,D,L,L,W,D,-0.2702702702702703,1.3783783783783783,-0.21621621621621623,14.0
369,NH,1.2702702702702702,1.864864864864865,L,D,W,W,W,W,-0.24324324324324326,0.7027027027027027,-0.10810810810810811,9.0
370,NH,1.368421052631579,1.736842105263158,L,W,W,D,W,W,-0.07894736842105263,0.7368421052631579,-0.15789473684210525,14.0
371,NH,0.868421052631579,0.6578947368421053,L,L,L,L,D,L,-0.7105263157894737,-1.0526315789473684,-0.02631578947368421,-3.0
372,NH,1.0789473684210527,1.7105263157894737,W,L,L,W,L,W,-0.5789473684210527,0.39473684210526316,-0.15789473684210525,-2.0
373,NH,1.0789473684210527,1.4736842105263157,L,W,L,W,W,D,-0.3684210526315789,0.13157894736842105,-0.10526315789473684,6.0
374,H,1.7105263157894737,1.263157894736842,W,L,W,W,L,L,0.5,-0.2631578947368421,0.23684210526315788,-5.0
375,NH,0.8947368421052632,1.5263157894736843,L,W,D,D,W,L,-0.6052631578947368,0.5789473684210527,0.0,13.0
376,H,1.0263157894736843,1.105263157894737,D,L,W,W,L,L,-0.02631578947368421,-0.10526315789473684,0.02631578947368421,3.0
377,H,1.263157894736842,1.4210526315789473,D,L,D,W,D,D,-0.23684210526315788,0.15789473684210525,-0.07894736842105263,5.0
378,H,1.2894736842105263,1.8421052631578947,W,L,D,D,W,W,-0.23684210526315788,0.6842105263157895,-0.13157894736842105,13.0
379,H,1.2105263157894737,2.1052631578947367,L,D,L,L,L,W,-0.23684210526315788,1.3157894736842106,-0.07894736842105263,9.0
380,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-7.0
381,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-1.0
382,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-6.0
383,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-5.0
384,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-12.0
385,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,12.0
386,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,2.0
387,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,4.0
388,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-5.0
389,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-17.0
390,NH,1.5,0.5,W,M,M,D,M,M,0.5,0.0,1.0,4.0
391,NH,1.5,1.5,W,M,M,W,M,M,2.0,1.0,0.0,-2.0
392,H,1.5,0.0,W,M,M,L,M,M,2.5,-2.0,1.5,4.0
393,H,0.0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,-12.0
394,NH,0.0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,17.0
395,H,0.0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,11.0
396,H,1.5,0.0,W,M,M,L,M,M,2.0,-2.5,1.5,-11.0
397,H,0.0,0.5,L,M,M,D,M,M,-0.5,0.0,-0.5,6.0
398,H,1.5,0.0,W,M,M,L,M,M,0.5,-2.0,1.5,2.0
399,NH,0.0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,1.0
400,NH,1.0,1.0,W,L,M,W,L,M,0.3333333333333333,0.0,0.0,-4.0
401,NH,0.0,1.3333333333333333,L,L,M,W,D,M,-1.3333333333333333,0.6666666666666666,-1.3333333333333333,4.0
402,NH,0.3333333333333333,2.0,D,L,M,W,W,M,-0.3333333333333333,1.0,-1.6666666666666667,11.0
403,NH,0.6666666666666666,1.3333333333333333,D,D,M,D,W,M,0.0,0.3333333333333333,-0.6666666666666666,7.0
404,NH,0.6666666666666666,1.0,D,D,M,L,W,M,0.0,-0.3333333333333333,-0.3333333333333333,4.0
405,H,2.0,1.0,W,W,M,L,W,M,2.0,0.0,1.0,15.0
406,NH,1.3333333333333333,1.0,W,D,M,L,W,M,0.6666666666666666,1.0,0.3333333333333333,4.0
407,NH,1.0,0.3333333333333333,L,W,M,D,L,M,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,2.0
408,NH,2.0,2.0,W,W,M,W,W,M,1.0,2.0,0.0,-14.0
409,NH,0.0,1.0,L,L,M,W,L,M,-3.0,0.3333333333333333,-1.0,8.0
410,NH,0.75,1.25,L,L,W,W,D,D,-0.5,0.5,-0.5,-5.0
411,H,1.25,1.75,D,D,W,W,D,W,0.25,0.75,-0.5,-15.0
412,NH,0.0,1.25,L,L,L,W,D,D,-1.75,0.75,-1.25,3.0
413,H,1.0,1.0,D,L,W,W,D,L,-0.25,0.0,0.0,-11.0
414,NH,1.0,1.0,D,W,L,D,W,L,0.0,0.25,0.0,-9.0
415,H,0.5,0.0,L,D,D,L,L,L,-0.25,-1.5,0.5,2.0
416,NH,2.25,0.0,W,W,W,L,L,L,1.75,-1.5,2.25,8.0
417,NH,1.0,0.25,D,L,W,D,L,L,-0.25,-2.25,0.75,4.0
418,NH,1.75,0.75,W,D,W,L,L,W,0.75,-0.5,1.0,13.0
419,NH,1.0,1.5,D,W,L,W,L,W,0.25,1.75,-0.5,16.0
420,H,0.0,0.4,L,L,L,L,D,D,-2.0,-0.6,-0.4,-1.0
421,H,1.6,1.6,W,W,D,W,D,D,0.8,0.8,0.0,10.0
422,NH,1.2,1.4,D,W,D,W,D,L,0.4,0.0,-0.2,1.0
423,NH,0.8,1.6,L,D,W,D,D,W,-0.4,0.6,-0.8,5.0
424,NH,0.8,0.8,D,L,W,L,W,D,0.0,-0.2,0.0,-13.0
425,NH,1.0,1.6,W,L,D,W,D,W,0.2,0.6,-0.6,6.0
426,NH,0.8,0.0,W,D,L,L,L,L,-1.6,-2.0,0.8,-1.0
427,NH,0.8,2.0,L,W,D,D,W,W,-0.2,1.4,-1.2,0.0
428,NH,1.4,1.0,W,D,L,W,L,D,0.0,0.2,0.4,-5.0
429,NH,1.4,2.0,D,W,L,D,W,W,1.4,1.4,-0.6,-16.0
430,H,0.8333333333333334,1.1666666666666667,D,L,W,L,L,W,-0.16666666666666666,-0.3333333333333333,-0.3333333333333333,2.0
431,NH,0.6666666666666666,0.8333333333333334,L,W,D,L,D,D,-1.5,-0.16666666666666666,-0.16666666666666666,-5.0
432,H,1.5,0.8333333333333334,W,W,L,L,W,L,0.16666666666666666,0.0,0.6666666666666666,-9.0
433,H,1.3333333333333333,0.8333333333333334,L,W,D,D,D,L,0.5,0.0,0.5,-4.0
434,NH,1.3333333333333333,0.8333333333333334,D,W,D,D,L,D,0.0,-0.3333333333333333,0.5,-2.0
435,NH,1.5,0.5,D,W,D,W,L,L,0.5,-1.3333333333333333,1.0,-8.0
436,H,1.8333333333333333,0.8333333333333334,W,D,D,L,D,D,0.8333333333333334,-0.3333333333333333,1.0,-13.0
437,H,0.8333333333333334,1.3333333333333333,W,L,D,L,W,W,0.0,0.16666666666666666,-0.5,4.0
438,NH,0.5,1.5,L,W,L,W,D,W,-1.1666666666666667,0.6666666666666666,-1.0,2.0
439,H,1.3333333333333333,0.6666666666666666,L,W,W,L,W,D,0.16666666666666666,-1.5,0.6666666666666666,-2.0
440,NH,1.5714285714285714,1.1428571428571428,D,L,D,L,D,W,0.8571428571428571,-0.14285714285714285,0.42857142857142855,11.0
441,H,1.1428571428571428,0.7142857142857143,W,D,L,D,L,W,0.0,-1.2857142857142858,0.42857142857142855,-4.0
442,NH,0.7142857142857143,1.5714285714285714,L,L,D,D,W,D,-0.7142857142857143,1.2857142857142858,-0.8571428571428571,15.0
443,H,1.0,0.7142857142857143,L,L,L,L,W,L,-0.42857142857142855,-0.7142857142857143,-0.14285714285714285,1.0
444,NH,0.8571428571428571,0.8571428571428571,W,W,L,W,L,W,-1.0,-0.7142857142857143,0.0,4.0
445,NH,1.1428571428571428,1.5714285714285714,W,L,W,W,L,W,0.14285714285714285,1.0,-0.14285714285714285,11.0
446,H,1.7142857142857142,0.8571428571428571,W,W,D,D,D,L,0.8571428571428571,-0.14285714285714285,0.7142857142857143,-10.0
447,NH,0.8571428571428571,1.4285714285714286,D,L,D,D,D,W,-0.14285714285714285,0.42857142857142855,-0.42857142857142855,12.0
448,NH,0.7142857142857143,2.0,L,D,D,W,W,D,-0.5714285714285714,1.1428571428571428,-0.8571428571428571,1.0
449,NH,1.5714285714285714,1.7142857142857142,W,L,W,W,W,W,0.2857142857142857,0.42857142857142855,0.14285714285714285,8.0
450,NH,1.5,1.375,D,D,L,L,W,L,0.75,0.0,-0.375,7.0
451,NH,1.125,0.875,D,W,D,D,W,W,0.0,-0.875,-0.125,-5.0
452,H,1.625,0.625,W,D,D,L,D,L,0.625,-1.25,0.5,-7.0
453,NH,0.625,1.25,L,L,D,W,L,L,-0.625,0.25,-0.5,-11.0
454,NH,1.625,2.125,D,W,W,W,W,W,0.375,1.125,-0.125,-1.0
455,NH,0.75,1.75,L,W,L,W,D,W,-0.875,1.375,-0.625,8.0
456,NH,1.125,1.75,D,L,D,W,W,L,-0.125,1.125,-0.5,6.0
457,H,1.875,0.875,W,W,W,D,D,L,1.0,-0.125,1.125,-10.0
458,H,1.125,0.625,W,D,D,L,L,W,0.0,-1.375,0.5,3.0
459,H,1.0,0.625,L,W,L,L,L,L,0.0,-0.875,0.5,-5.0
460,NH,1.8888888888888888,1.0,W,W,D,L,W,D,1.4444444444444444,-0.2222222222222222,0.6666666666666666,-16.0
461,NH,0.5555555555555556,1.1111111111111112,L,L,L,D,D,W,-1.0,0.0,-0.5555555555555556,8.0
462,H,1.2222222222222223,1.6666666666666667,D,W,L,L,W,W,0.2222222222222222,0.7777777777777778,-0.6666666666666666,8.0
463,NH,0.5555555555555556,1.7777777777777777,L,L,D,W,D,W,-1.3333333333333333,0.6666666666666666,-1.0,10.0
464,NH,1.8888888888888888,1.3333333333333333,W,W,W,L,D,D,1.2222222222222223,0.4444444444444444,1.0,-17.0
465,H,0.8888888888888888,0.6666666666666666,W,L,L,L,L,W,-1.0,-1.0,0.0,5.0
466,NH,0.7777777777777778,0.6666666666666666,L,D,D,D,L,L,-0.3333333333333333,-0.5555555555555556,0.0,13.0
467,NH,2.0,1.5555555555555556,D,W,W,D,W,D,1.0,0.5555555555555556,0.2222222222222222,-2.0
468,NH,1.5555555555555556,0.8888888888888888,W,L,W,L,L,W,0.4444444444444444,-0.2222222222222222,0.3333333333333333,-1.0
469,H,0.7777777777777778,1.3333333333333333,L,D,W,W,D,L,-1.0,0.1111111111111111,-0.1111111111111111,7.0
470,H,1.8,1.0,W,L,W,L,D,D,0.8,-0.1,0.6,-1.0
471,NH,0.7,0.7,D,L,L,D,D,L,-0.9,-0.5,0.1,5.0
472,H,1.1,1.4,W,W,L,L,D,W,-0.8,0.4,0.3,9.0
473,H,1.8,1.2,W,L,W,L,L,D,0.8,0.0,1.0,-10.0
474,NH,1.0,1.9,L,D,D,W,W,D,-0.1,0.8,-0.7,6.0
475,NH,1.4,1.4,W,D,W,L,W,L,0.3,0.2,0.1,5.0
476,H,0.8,0.7,D,L,D,D,L,L,-0.3,-0.9,-0.1,8.0
477,NH,1.7,1.9,L,W,W,D,D,W,1.0,0.9,-0.2,-3.0
478,NH,1.2,1.8,L,W,D,D,W,W,-0.1,1.3,-0.6,5.0
479,H,1.1,0.8,W,L,L,D,L,D,0.0,-0.9,-0.2,-2.0
480,NH,0.6363636363636364,1.3636363636363635,D,D,L,D,L,D,-0.8181818181818182,0.36363636363636365,-0.36363636363636365,11.0
481,NH,0.7272727272727273,1.2727272727272727,D,D,D,W,W,W,-0.45454545454545453,-0.6363636363636364,-0.5454545454545454,-10.0
482,NH,1.1818181818181819,0.45454545454545453,D,W,L,L,L,L,0.36363636363636365,-1.5454545454545454,0.6363636363636364,5.0
483,NH,1.3636363636363635,1.2727272727272727,W,L,L,L,W,D,0.09090909090909091,0.09090909090909091,-0.18181818181818182,2.0
484,H,0.45454545454545453,1.0909090909090908,L,L,L,L,L,W,-1.5454545454545454,-0.2727272727272727,-0.2727272727272727,6.0
485,H,1.0,0.6363636363636364,W,D,L,D,D,L,-0.6363636363636364,-0.8181818181818182,0.5454545454545454,-3.0
486,H,1.5454545454545454,1.9090909090909092,W,L,W,W,W,L,0.36363636363636365,0.8181818181818182,-0.2727272727272727,3.0
487,NH,0.6363636363636364,1.1818181818181819,L,D,L,D,W,L,-0.9090909090909091,0.36363636363636365,-0.36363636363636365,-8.0
